C
-5.262905596E-02,-1.574672266E-02,1.432962971E-02,3.839194652E-02,5.738770813E-02,7.250227324E-02,8.46711619E-02,9.449218445E-02,0.102157521,0.107380344,0.109327225,0.106611817,9.761822146E-02,8.13739105E-02,5.877192515E-02,3.315483111E-02,8.928592886E-03,-1.351606216E-02,-4.241941095E-02
-1.574672266E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.432962971E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.839194652E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.738770813E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.250227324E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.46711619E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.449218445E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.102157521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.107380344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.109327225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.106611817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.761822146E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.13739105E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.877192515E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.315483111E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.928592886E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.351606216E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.241941095E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
