¡≈““¿
-0.243991744,-0.195691778,-0.118570846,-3.120173047E-02,5.73997308E-02,0.141921021,0.219834255,0.291006383,0.356726557,0.419545111,0.482299297,0.548597202,0.622200351,0.707763281,0.811407752,0.942853112,1.11990109,1.38103464,2.0286084
-0.195691778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.118570846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.120173047E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.73997308E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.141921021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.219834255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.291006383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.356726557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.419545111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.482299297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.548597202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.622200351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.707763281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.811407752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.942853112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.11990109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.38103464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0286084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
