¡≈““¿
5.617376126E-02,0.427652196,0.835242232,1.2081582,1.54419149,1.85066613,2.13404366,2.39854724,2.64699638,2.88125273,3.10137082,3.30201347,3.46295634,3.53015787,3.39820915,2.94892576,2.22959361,1.65619258,1.87659282
0.427652196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.835242232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2081582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.54419149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.85066613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.13404366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.39854724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.64699638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.88125273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.10137082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.30201347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.46295634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.53015787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.39820915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.94892576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.22959361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.65619258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.87659282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
